time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/04/15 15:00,Guanyin,23.0,0.31,0.7,11.0,12.0,92.0,68.0,22.0,0.0,38.0,7.1,338.0,353.0,1.3,0.6
2015/04/15 16:00,Guanyin,23.0,0.41,0.8,17.0,17.0,83.0,61.0,26.0,0.0,34.0,9.2,20.0,321.0,1.5,0.5
2015/04/15 17:00,Guanyin,23.0,0.33,0.5,14.0,14.0,85.0,61.0,24.0,0.0,35.0,5.6,266.0,229.0,1.2,0.8
2015/04/15 18:00,Guanyin,22.0,0.34,0.5,15.0,15.0,75.0,60.0,26.0,0.0,32.0,3.4,220.0,205.0,1.6,1.3
2015/04/15 19:00,Guanyin,21.0,0.4,0.5,18.0,19.0,65.0,64.0,24.0,0.0,39.0,3.4,211.0,193.0,1.2,1.0
2015/04/15 20:00,Guanyin,21.0,0.43,0.6,18.0,19.0,64.0,69.0,30.0,0.0,45.0,4.0,198.0,191.0,1.7,1.3
2015/04/15 21:00,Guanyin,21.0,0.54,0.7,28.0,28.0,44.0,80.0,30.0,0.0,51.0,4.5,179.0,187.0,1.4,1.1
2015/04/15 22:00,Guanyin,21.0,0.51,0.8,26.0,27.0,45.0,79.0,31.0,0.0,55.0,5.4,186.0,186.0,0.6,0.8
2015/04/15 23:00,Guanyin,21.0,0.52,0.9,29.0,30.0,36.0,88.0,34.0,0.0,57.0,8.2,107.0,130.0,0.8,0.4
2015/04/16 00:00,Guanyin,21.0,0.5,1.1,26.0,27.0,42.0,94.0,34.0,0.0,57.0,11.0,131.0,130.0,1.6,1.3
2015/04/16 01:00,Guanyin,20.0,0.56,1.0,34.0,35.0,30.0,103.0,37.0,0.0,57.0,6.8,172.0,191.0,1.2,0.8
2015/04/16 02:00,Guanyin,20.0,0.49,1.3,31.0,32.0,34.0,104.0,37.0,0.0,58.0,6.5,176.0,178.0,0.8,0.6
2015/04/16 03:00,Guanyin,20.0,0.48,0.6,30.0,31.0,31.0,96.0,38.0,0.0,62.0,6.4,201.0,216.0,1.5,1.1
2015/04/16 04:00,Guanyin,20.0,0.41,0.3,17.0,17.0,52.0,98.0,39.0,0.0,63.0,5.6,191.0,192.0,1.3,1.0
2015/04/16 05:00,Guanyin,19.0,0.39,0.2,15.0,16.0,47.0,93.0,41.0,0.0,69.0,4.8,195.0,194.0,0.7,1.3
2015/04/16 06:00,Guanyin,20.0,0.51,2.7,33.0,36.0,26.0,105.0,40.0,0.0,72.0,5.6,86.0,96.0,1.3,1.2
2015/04/16 07:00,Guanyin,21.0,0.63,6.9,35.0,42.0,26.0,112.0,43.0,0.0,70.0,6.3,77.0,39.0,0.8,0.8
2015/04/16 08:00,Guanyin,23.0,0.32,2.2,16.0,18.0,60.0,107.0,41.0,0.0,67.0,5.8,240.0,241.0,4.3,3.1
2015/04/16 09:00,Guanyin,24.0,0.24,0.7,8.7,9.4,72.0,86.0,38.0,0.0,62.0,4.1,249.0,252.0,5.4,4.7
2015/04/16 10:00,Guanyin,25.0,0.24,3.7,26.0,30.0,60.0,67.0,35.0,0.0,60.0,4.4,250.0,250.0,6.1,5.6
2015/04/16 11:00,Guanyin,26.0,0.24,4.1,22.0,26.0,62.0,66.0,34.0,0.0,57.0,3.2,252.0,255.0,5.0,5.1
2015/04/16 12:00,Guanyin,26.0,0.24,2.3,17.0,20.0,66.0,68.0,31.0,0.0,62.0,5.2,254.0,251.0,5.1,4.7
