time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/01/30 12:00,Guanyin,15.0,0.17,0.9,3.2,4.1,33.0,36.0,4.0,0.0,79.0,1.8,51.0,54.0,7.4,7.2
2015/01/30 13:00,Guanyin,15.0,0.16,1.2,6.7,7.9,32.0,23.0,6.0,0.0,78.0,3.9,57.0,71.0,6.8,7.0
2015/01/30 14:00,Guanyin,15.0,0.17,1.6,7.6,9.1,31.0,25.0,4.0,0.0,75.0,4.8,58.0,50.0,8.8,6.8
2015/01/30 15:00,Guanyin,15.0,0.17,0.8,2.9,3.7,35.0,20.0,4.0,0.0,77.0,1.3,54.0,64.0,7.1,6.7
2015/01/30 16:00,Guanyin,13.0,0.17,0.6,2.3,2.9,35.0,20.0,5.0,0.0,84.0,1.0,59.0,52.0,7.4,6.5
2015/01/30 17:00,Guanyin,13.0,0.18,0.6,2.7,3.3,33.0,18.0,4.0,0.0,86.0,1.1,51.0,48.0,8.9,7.8
2015/01/30 18:00,Guanyin,12.0,0.21,0.4,3.5,3.9,30.0,19.0,5.0,0.0,85.0,1.1,53.0,50.0,9.5,8.4
2015/01/30 19:00,Guanyin,13.0,0.19,0.5,5.2,5.7,30.0,25.0,5.0,0.0,82.0,2.9,56.0,57.0,7.9,8.0
2015/01/30 20:00,Guanyin,13.0,0.23,0.6,5.3,5.8,30.0,31.0,7.0,0.0,79.0,3.6,55.0,53.0,8.5,7.8
2015/01/30 21:00,Guanyin,13.0,0.25,0.6,5.8,6.4,30.0,32.0,7.0,0.0,78.0,3.4,53.0,49.0,8.9,8.1
2015/01/30 22:00,Guanyin,13.0,0.26,0.4,5.0,5.4,30.0,29.0,8.0,0.0,79.0,3.4,55.0,58.0,7.8,7.7
2015/01/30 23:00,Guanyin,13.0,0.25,0.5,8.0,8.5,27.0,27.0,10.0,0.0,78.0,5.6,59.0,61.0,6.9,7.0
2015/01/31 00:00,Guanyin,13.0,0.24,0.4,6.8,7.2,29.0,34.0,9.0,0.0,77.0,5.4,58.0,57.0,8.1,7.3
2015/01/31 01:00,Guanyin,13.0,0.25,0.4,5.1,5.4,32.0,39.0,10.0,0.0,77.0,3.5,55.0,54.0,8.2,7.7
2015/01/31 02:00,Guanyin,13.0,0.3,0.5,4.1,4.5,32.0,42.0,13.0,0.0,78.0,3.4,54.0,52.0,8.0,7.8
2015/01/31 03:00,Guanyin,13.0,0.33,0.3,4.6,4.9,35.0,36.0,16.0,0.0,79.0,2.3,53.0,50.0,8.8,8.3
2015/01/31 04:00,Guanyin,13.0,0.39,0.3,4.4,4.7,35.0,35.0,17.0,0.0,79.0,2.2,52.0,54.0,8.3,8.4
2015/01/31 05:00,Guanyin,13.0,0.43,0.3,5.3,5.5,36.0,35.0,19.0,0.0,80.0,2.5,53.0,50.0,9.2,8.4
2015/01/31 06:00,Guanyin,13.0,0.51,0.3,6.0,6.2,35.0,36.0,23.0,0.0,79.0,4.0,55.0,55.0,8.3,7.7
2015/01/31 07:00,Guanyin,13.0,0.52,0.5,6.1,6.6,37.0,43.0,26.0,0.0,79.0,4.0,53.0,53.0,8.2,8.3
2015/01/31 08:00,Guanyin,13.0,0.52,0.6,7.2,7.8,39.0,45.0,29.0,0.0,81.0,4.9,53.0,57.0,8.0,8.5
2015/01/31 09:00,Guanyin,13.0,0.53,0.9,11.0,12.0,34.0,51.0,32.0,0.0,76.0,8.3,69.0,63.0,7.9,6.8
2015/01/31 10:00,Guanyin,14.0,0.51,1.6,12.0,14.0,34.0,62.0,32.0,0.0,73.0,8.6,66.0,66.0,7.4,7.2
2015/01/31 11:00,Guanyin,14.0,0.5,1.1,9.7,11.0,36.0,65.0,34.0,0.0,75.0,5.7,57.0,57.0,8.3,8.0
2015/01/31 12:00,Guanyin,14.0,0.47,0.7,7.1,7.8,36.0,67.0,34.0,0.0,76.0,3.2,50.0,52.0,8.9,8.5
2015/01/31 13:00,Guanyin,14.0,0.46,0.6,5.6,6.1,36.0,56.0,34.0,0.0,77.0,2.0,52.0,54.0,9.1,8.7
2015/01/31 14:00,Guanyin,13.0,0.44,0.4,5.9,6.3,36.0,49.0,30.0,0.0,80.0,2.8,54.0,54.0,9.2,8.0
2015/01/31 15:00,Guanyin,13.0,0.45,0.7,9.3,10.0,33.0,44.0,26.0,0.0,80.0,4.7,57.0,64.0,7.3,7.7
2015/01/31 16:00,Guanyin,14.0,0.46,0.8,12.0,13.0,32.0,41.0,26.0,0.0,78.0,7.9,69.0,66.0,7.7,7.1
2015/01/31 17:00,Guanyin,14.0,0.41,0.9,9.2,10.0,34.0,51.0,23.0,0.0,75.0,3.9,79.0,91.0,6.5,6.5
2015/01/31 18:00,Guanyin,14.0,0.37,0.6,11.0,12.0,31.0,49.0,20.0,0.0,74.0,2.9,87.0,89.0,6.2,6.1
2015/01/31 19:00,Guanyin,14.0,0.35,0.7,10.0,11.0,34.0,46.0,18.0,0.0,74.0,3.1,82.0,87.0,6.9,6.4
2015/01/31 20:00,Guanyin,15.0,0.36,0.5,10.0,11.0,35.0,44.0,16.0,0.0,76.0,5.9,75.0,64.0,7.8,6.3
2015/01/31 21:00,Guanyin,15.0,0.34,0.4,11.0,11.0,35.0,42.0,15.0,0.0,78.0,6.5,71.0,71.0,7.3,7.1
2015/01/31 22:00,Guanyin,14.0,0.33,0.3,6.1,6.4,41.0,45.0,16.0,0.0,76.0,2.8,80.0,81.0,7.3,6.8
2015/01/31 23:00,Guanyin,14.0,0.3,0.4,6.8,7.2,39.0,44.0,16.0,0.0,75.0,3.2,80.0,87.0,6.2,6.1
2015/02/01 00:00,Guanyin,14.0,0.27,0.3,5.5,5.8,39.0,47.0,14.0,0.0,78.0,3.0,79.0,80.0,6.9,6.3
2015/02/01 01:00,Guanyin,14.0,0.24,0.2,5.6,5.8,37.0,41.0,13.0,0.0,78.0,5.1,78.0,81.0,5.8,6.4
2015/02/01 02:00,Guanyin,14.0,0.22,0.2,9.5,9.7,33.0,34.0,12.0,0.0,77.0,7.7,75.0,83.0,6.7,6.5
2015/02/01 03:00,Guanyin,14.0,0.22,0.4,7.6,8.0,35.0,31.0,11.0,0.0,76.0,4.1,83.0,88.0,5.6,5.6
2015/02/01 04:00,Guanyin,14.0,0.23,0.2,6.0,6.2,35.0,33.0,11.0,0.0,76.0,3.3,79.0,72.0,6.9,6.3
2015/02/01 05:00,Guanyin,14.0,0.22,0.4,7.9,8.3,33.0,34.0,10.0,0.0,73.0,2.6,83.0,89.0,6.5,6.3
2015/02/01 06:00,Guanyin,14.0,0.21,0.6,11.0,12.0,29.0,31.0,8.0,0.0,75.0,2.5,85.0,85.0,7.1,6.5
2015/02/01 07:00,Guanyin,15.0,0.22,1.3,11.0,13.0,28.0,33.0,9.0,0.0,74.0,2.7,83.0,83.0,6.6,5.9
2015/02/01 08:00,Guanyin,16.0,0.23,1.9,9.1,11.0,30.0,31.0,9.0,0.0,71.0,4.5,83.0,70.0,5.6,5.1
2015/02/01 09:00,Guanyin,17.0,0.23,2.6,9.9,13.0,30.0,30.0,10.0,0.0,68.0,7.0,67.0,66.0,6.7,5.8
2015/02/01 10:00,Guanyin,17.0,0.21,2.6,9.0,12.0,33.0,38.0,8.0,0.0,65.0,5.4,59.0,51.0,9.0,7.2
2015/02/01 11:00,Guanyin,18.0,0.2,1.7,6.4,8.1,36.0,46.0,10.0,0.0,64.0,3.7,55.0,57.0,8.9,8.5
2015/02/01 12:00,Guanyin,17.0,0.2,1.6,7.0,8.6,35.0,55.0,10.0,0.0,65.0,4.2,62.0,57.0,8.4,7.4
2015/02/01 13:00,Guanyin,17.0,0.2,1.7,6.9,8.7,36.0,49.0,9.0,0.0,65.0,4.2,53.0,48.0,8.0,7.4
2015/02/01 14:00,Guanyin,17.0,0.2,1.5,8.0,9.5,35.0,43.0,9.0,0.0,67.0,4.6,47.0,54.0,6.7,7.1
2015/02/01 15:00,Guanyin,17.0,0.19,1.8,8.8,11.0,33.0,42.0,10.0,0.0,67.0,5.2,50.0,53.0,6.7,6.7
2015/02/01 16:00,Guanyin,17.0,0.22,1.9,11.0,13.0,29.0,38.0,10.0,0.0,71.0,7.6,52.0,53.0,5.6,6.1
2015/02/01 17:00,Guanyin,16.0,0.25,1.3,12.0,14.0,28.0,40.0,10.0,0.0,73.0,7.7,63.0,64.0,4.8,4.8
2015/02/01 18:00,Guanyin,16.0,0.25,0.7,13.0,14.0,26.0,36.0,11.0,0.0,73.0,4.8,67.0,75.0,4.0,3.9
