time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/02/24 15:00,Dayuan,16.0,0.29,2.5,8.8,11.0,39.0,38.0,3.0,0.0,95.0,1.6,54.0,54.0,5.3,5.6
2015/02/24 16:00,Dayuan,16.0,0.31,3.8,15.0,19.0,36.0,40.0,7.0,0.0,95.0,2.5,62.0,76.0,3.6,4.1
2015/02/24 17:00,Dayuan,16.0,0.36,3.3,17.0,21.0,35.0,46.0,11.0,0.0,95.0,2.5,81.0,56.0,3.3,3.0
2015/02/24 18:00,Dayuan,16.0,0.32,2.3,12.0,14.0,38.0,49.0,16.0,0.0,95.0,2.4,55.0,55.0,3.3,3.5
2015/02/24 19:00,Dayuan,16.0,0.32,2.2,14.0,16.0,32.0,64.0,21.0,0.0,95.0,2.5,60.0,59.0,4.0,3.8
2015/02/24 20:00,Dayuan,16.0,0.32,2.5,19.0,22.0,25.0,74.0,24.0,0.0,95.0,7.8,60.0,57.0,4.4,3.8
2015/02/24 21:00,Dayuan,17.0,0.31,2.0,15.0,17.0,32.0,79.0,25.0,0.0,95.0,5.9,57.0,53.0,2.7,3.3
2015/02/24 22:00,Dayuan,17.0,0.29,2.3,13.0,15.0,32.0,71.0,20.0,0.0,95.0,5.9,56.0,54.0,4.0,3.2
2015/02/24 23:00,Dayuan,17.0,0.26,1.5,7.8,9.4,36.0,65.0,17.0,0.0,95.0,2.0,61.0,64.0,4.1,3.7
2015/02/25 00:00,Dayuan,17.0,0.28,1.6,13.0,14.0,32.0,52.0,11.0,0.0,95.0,2.3,56.0,59.0,0.9,2.4
2015/02/25 01:00,Dayuan,17.0,0.31,1.2,14.0,15.0,26.0,44.0,11.0,0.0,95.0,3.4,302.0,268.0,1.7,0.7
2015/02/25 02:00,Dayuan,16.0,0.3,0.9,9.9,11.0,17.0,36.0,5.0,0.0,95.0,4.2,233.0,229.0,2.1,1.9
