time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/01/21 16:00,Tucheng,18.0,0.46,2.0,14.0,16.0,51.0,75.0,34.0,0.0,64.0,2.0,316.0,324.0,2.1,2.2
2015/01/21 17:00,Tucheng,18.0,0.62,1.7,24.0,26.0,42.0,75.0,29.0,0.0,69.0,2.8,298.0,282.0,1.7,1.5
2015/01/21 18:00,Tucheng,16.0,1.02,8.3,42.0,50.0,17.0,82.0,38.0,0.0,75.0,2.6,166.0,141.0,1.1,0.6
2015/01/21 19:00,Tucheng,15.0,0.87,6.4,38.0,45.0,11.0,81.0,43.0,0.0,80.0,1.9,152.0,141.0,0.9,1.0
2015/01/21 20:00,Tucheng,14.0,1.14,18.0,41.0,59.0,5.4,87.0,47.0,0.0,81.0,2.1,167.0,160.0,0.9,0.9
2015/01/21 21:00,Tucheng,14.0,1.19,26.0,41.0,67.0,4.9,93.0,48.0,0.0,81.0,2.0,164.0,170.0,0.7,0.9
2015/01/21 22:00,Tucheng,14.0,0.91,13.0,42.0,55.0,8.3,81.0,41.0,0.0,78.0,1.9,185.0,171.0,0.8,0.8
2015/01/21 23:00,Tucheng,13.0,1.04,30.0,44.0,74.0,2.5,75.0,43.0,0.0,81.0,3.1,156.0,147.0,0.5,0.6
2015/01/22 00:00,Tucheng,13.0,0.76,13.0,37.0,51.0,4.2,72.0,39.0,0.0,83.0,2.6,154.0,139.0,0.5,0.6
2015/01/22 01:00,Tucheng,12.0,0.55,4.6,26.0,31.0,11.0,62.0,32.0,0.0,84.0,1.9,143.0,136.0,0.8,0.8
2015/01/22 02:00,Tucheng,12.0,0.62,2.7,27.0,30.0,7.4,51.0,33.0,0.0,85.0,2.1,144.0,131.0,0.6,0.8
2015/01/22 03:00,Tucheng,12.0,0.79,23.0,34.0,56.0,2.8,55.0,38.0,0.0,86.0,2.6,168.0,158.0,0.8,0.7
2015/01/22 04:00,Tucheng,11.0,0.86,30.0,33.0,63.0,2.3,62.0,42.0,0.0,88.0,3.2,171.0,167.0,1.0,0.8
2015/01/22 05:00,Tucheng,11.0,0.8,35.0,33.0,68.0,2.2,64.0,39.0,0.0,88.0,3.3,171.0,185.0,0.6,0.9
2015/01/22 06:00,Tucheng,11.0,1.06,69.0,32.0,101.0,2.4,67.0,35.0,0.0,88.0,3.9,169.0,148.0,0.8,0.8
2015/01/22 07:00,Tucheng,11.0,1.86,130.0,38.0,167.0,2.9,78.0,40.0,0.0,87.0,6.4,168.0,166.0,0.9,1.0
2015/01/22 08:00,Tucheng,13.0,1.89,122.0,44.0,166.0,3.7,99.0,47.0,0.0,82.0,9.2,160.0,172.0,1.1,1.0
2015/01/22 09:00,Tucheng,16.0,1.11,49.0,43.0,92.0,20.0,117.0,48.0,0.0,62.0,10.0,254.0,293.0,1.7,0.5
2015/01/22 10:00,Tucheng,18.0,0.57,3.7,16.0,19.0,53.0,114.0,46.0,0.0,44.0,5.2,322.0,343.0,2.2,1.2
2015/01/22 11:00,Tucheng,18.0,0.54,2.7,12.0,15.0,57.0,106.0,50.0,0.0,42.0,5.6,312.0,315.0,2.7,1.3
2015/01/22 12:00,Tucheng,19.0,0.65,2.5,14.0,16.0,59.0,119.0,58.0,0.0,45.0,5.9,306.0,208.0,1.6,0.8
2015/01/22 13:00,Tucheng,18.0,0.73,2.5,15.0,17.0,59.0,134.0,63.0,0.0,49.0,6.1,146.0,167.0,1.6,0.7
2015/01/22 14:00,Tucheng,18.0,0.71,2.3,15.0,17.0,64.0,145.0,73.0,0.0,48.0,5.9,145.0,156.0,1.1,0.6
2015/01/22 15:00,Tucheng,18.0,0.72,2.2,16.0,18.0,64.0,147.0,79.0,0.0,50.0,5.8,157.0,208.0,1.5,1.1
2015/01/22 16:00,Tucheng,17.0,0.76,1.9,21.0,23.0,60.0,141.0,72.0,0.0,52.0,5.8,168.0,197.0,1.1,0.5
2015/01/22 17:00,Tucheng,16.0,0.77,1.7,24.0,25.0,51.0,130.0,66.0,0.0,56.0,5.8,177.0,210.0,0.9,0.8
2015/01/22 18:00,Tucheng,14.0,1.25,11.0,53.0,64.0,20.0,130.0,68.0,0.0,62.0,5.1,164.0,163.0,1.1,0.9
2015/01/22 19:00,Tucheng,14.0,1.16,7.4,46.0,53.0,25.0,128.0,68.0,0.0,64.0,5.0,163.0,154.0,1.2,1.0
2015/01/22 20:00,Tucheng,14.0,0.73,1.7,19.0,21.0,53.0,114.0,60.0,0.0,61.0,5.5,165.0,157.0,1.2,0.9
2015/01/22 21:00,Tucheng,14.0,0.67,1.6,16.0,18.0,55.0,108.0,58.0,0.0,61.0,5.0,159.0,157.0,1.1,0.9
2015/01/22 22:00,Tucheng,13.0,0.66,1.6,16.0,18.0,53.0,104.0,56.0,0.0,62.0,4.8,152.0,154.0,1.0,0.8
2015/01/22 23:00,Tucheng,13.0,0.55,1.5,13.0,15.0,53.0,94.0,51.0,0.0,62.0,4.6,159.0,151.0,1.1,0.8
2015/01/23 00:00,Tucheng,13.0,0.48,1.3,13.0,15.0,49.0,86.0,46.0,0.0,62.0,5.5,155.0,188.0,0.9,0.6
2015/01/23 01:00,Tucheng,13.0,0.44,1.5,12.0,14.0,48.0,81.0,41.0,0.0,61.0,4.9,157.0,125.0,0.9,0.2
2015/01/23 02:00,Tucheng,13.0,0.43,1.3,12.0,13.0,46.0,72.0,39.0,0.0,60.0,4.3,133.0,131.0,1.1,0.3
2015/01/23 03:00,Tucheng,12.0,0.42,1.1,11.0,12.0,45.0,66.0,41.0,0.0,59.0,4.2,132.0,138.0,1.1,0.2
2015/01/23 04:00,Tucheng,12.0,0.4,1.0,8.7,9.7,46.0,70.0,42.0,0.0,59.0,4.3,152.0,217.0,0.8,0.5
2015/01/23 05:00,Tucheng,12.0,0.41,1.1,10.0,11.0,43.0,68.0,39.0,0.0,57.0,4.4,151.0,139.0,1.1,0.4
2015/01/23 06:00,Tucheng,12.0,0.48,1.1,11.0,12.0,41.0,65.0,37.0,0.0,56.0,4.3,132.0,258.0,1.1,0.3
2015/01/23 07:00,Tucheng,13.0,0.68,1.6,15.0,16.0,36.0,65.0,37.0,0.0,55.0,4.5,242.0,114.0,1.6,0.2
2015/01/23 08:00,Tucheng,14.0,0.67,2.8,15.0,18.0,36.0,67.0,40.0,0.0,55.0,4.9,6.5,203.0,2.0,0.1
2015/01/23 09:00,Tucheng,15.0,0.67,5.5,20.0,25.0,33.0,73.0,43.0,0.0,53.0,5.4,189.0,218.0,2.0,0.2
2015/01/23 10:00,Tucheng,18.0,0.56,3.6,12.0,16.0,46.0,78.0,45.0,0.0,48.0,4.8,226.0,204.0,2.4,0.4
2015/01/23 11:00,Tucheng,19.0,0.52,2.3,10.0,12.0,52.0,71.0,43.0,0.0,43.0,4.4,230.0,225.0,2.0,0.3
2015/01/23 12:00,Tucheng,20.0,0.47,2.1,9.1,11.0,55.0,62.0,37.0,0.0,35.0,4.2,216.0,243.0,2.1,0.4
2015/01/23 13:00,Tucheng,20.0,0.45,1.9,8.6,10.0,57.0,60.0,33.0,0.0,34.0,3.9,220.0,152.0,2.4,0.3
2015/01/23 14:00,Tucheng,21.0,0.44,1.8,8.8,11.0,59.0,57.0,33.0,0.0,33.0,4.0,208.0,133.0,2.1,0.1
2015/01/23 15:00,Tucheng,21.0,0.48,1.9,11.0,13.0,56.0,55.0,32.0,0.0,33.0,4.1,152.0,151.0,0.9,0.6
2015/01/23 16:00,Tucheng,20.0,0.58,1.8,17.0,19.0,52.0,56.0,32.0,0.0,40.0,3.9,167.0,161.0,1.2,0.4
2015/01/23 17:00,Tucheng,18.0,0.73,1.4,24.0,25.0,43.0,65.0,38.0,0.0,51.0,3.9,157.0,317.0,1.1,0.4
2015/01/23 18:00,Tucheng,17.0,0.93,1.5,30.0,32.0,35.0,70.0,42.0,0.0,56.0,3.8,288.0,304.0,1.5,0.3
2015/01/23 19:00,Tucheng,17.0,0.9,1.5,29.0,31.0,35.0,76.0,48.0,0.0,59.0,3.5,297.0,280.0,1.9,0.5
2015/01/23 20:00,Tucheng,16.0,0.92,1.6,32.0,34.0,30.0,81.0,49.0,0.0,59.0,3.6,172.0,265.0,1.4,0.1
