time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/08/23 08:00,Longtan,27.0,0.31,3.2,9.5,13.0,19.0,22.0,13.0,3.6,90.0,3.1,57.0,67.0,4.1,4.0
2015/08/23 09:00,Longtan,27.0,0.28,4.3,7.6,12.0,21.0,14.0,13.0,0.8,91.0,2.6,54.0,60.0,4.5,3.7
2015/08/23 10:00,Longtan,28.0,0.26,3.8,6.5,10.0,27.0,11.0,12.0,0.2,83.0,2.7,58.0,59.0,5.7,5.2
2015/08/23 11:00,Longtan,27.0,0.35,4.0,10.0,14.0,24.0,15.0,10.0,0.0,87.0,3.9,63.0,67.0,3.3,3.5
2015/08/23 12:00,Longtan,27.0,0.33,3.8,10.0,14.0,22.0,17.0,16.0,9.4,90.0,2.9,74.0,64.0,2.4,2.3
2015/08/23 13:00,Longtan,27.0,0.3,3.3,8.4,12.0,26.0,16.0,10.0,0.8,90.0,2.9,59.0,41.0,2.9,2.8
2015/08/23 14:00,Longtan,28.0,0.25,2.9,7.1,10.0,25.0,12.0,12.0,0.6,86.0,2.6,62.0,100.0,3.9,1.8
2015/08/23 15:00,Longtan,28.0,0.2,2.3,5.8,8.1,21.0,24.0,10.0,0.8,87.0,2.2,62.0,54.0,3.7,2.2
2015/08/23 16:00,Longtan,27.0,0.19,1.9,6.1,8.0,21.0,31.0,12.0,5.8,91.0,1.8,53.0,50.0,3.9,3.3
2015/08/23 17:00,Longtan,27.0,0.23,2.0,7.3,9.3,19.0,42.0,7.0,2.0,91.0,1.8,53.0,60.0,3.4,2.7
2015/08/23 18:00,Longtan,27.0,0.35,2.8,13.0,16.0,13.0,40.0,3.0,1.0,91.0,2.3,76.0,79.0,1.1,1.8
2015/08/23 19:00,Longtan,27.0,0.33,3.0,13.0,16.0,13.0,38.0,5.0,7.6,93.0,2.4,58.0,52.0,2.7,1.1
2015/08/23 20:00,Longtan,27.0,0.2,1.7,7.6,9.2,18.0,153.0,6.0,2.4,92.0,2.2,48.0,59.0,3.3,1.3
2015/08/23 21:00,Longtan,27.0,0.17,1.2,6.3,7.5,20.0,141.0,6.0,0.0,91.0,2.0,38.0,51.0,3.2,1.1
2015/08/23 22:00,Longtan,27.0,0.15,1.1,4.5,5.5,23.0,171.0,8.0,1.8,92.0,1.6,43.0,44.0,2.2,1.0
2015/08/23 23:00,Longtan,27.0,0.13,0.8,4.2,4.9,22.0,43.0,6.0,0.0,93.0,1.9,357.0,319.0,2.2,0.8
2015/08/24 00:00,Longtan,27.0,0.12,0.8,4.7,5.6,21.0,43.0,6.0,0.6,93.0,2.5,315.0,317.0,2.3,1.7
2015/08/24 01:00,Longtan,27.0,0.11,0.8,3.4,4.2,23.0,91.0,3.0,0.0,93.0,1.6,316.0,317.0,1.8,1.7
2015/08/24 02:00,Longtan,27.0,0.12,0.6,3.1,3.8,21.0,96.0,3.0,0.8,92.0,1.9,300.0,290.0,1.9,1.6
2015/08/24 03:00,Longtan,27.0,0.11,1.2,2.7,3.9,22.0,101.0,7.0,0.4,93.0,1.7,295.0,299.0,2.6,1.7
2015/08/24 04:00,Longtan,26.0,0.11,1.3,3.2,4.5,21.0,24.0,10.0,2.6,92.0,1.9,296.0,285.0,2.3,2.1
2015/08/24 05:00,Longtan,26.0,0.12,1.4,3.5,4.9,20.0,14.0,12.0,0.8,93.0,1.9,278.0,273.0,2.3,2.3
2015/08/24 06:00,Longtan,26.0,0.19,1.8,4.7,6.4,17.0,28.0,12.0,0.2,92.0,2.1,275.0,276.0,3.1,2.3
2015/08/24 07:00,Longtan,27.0,0.26,2.7,7.8,10.0,16.0,31.0,10.0,0.0,91.0,2.6,264.0,261.0,2.8,2.8
2015/08/24 08:00,Longtan,27.0,0.28,3.5,9.2,13.0,17.0,51.0,15.0,0.4,90.0,3.0,254.0,257.0,2.6,3.2
2015/08/24 09:00,Longtan,28.0,0.28,3.2,7.1,10.0,22.0,44.0,10.0,0.0,86.0,2.8,250.0,245.0,2.2,2.9
2015/08/24 10:00,Longtan,28.0,0.25,3.1,8.7,12.0,25.0,45.0,15.0,0.0,86.0,3.2,255.0,251.0,4.4,3.6
2015/08/24 11:00,Longtan,29.0,0.22,2.9,5.9,8.8,35.0,33.0,9.0,0.0,79.0,2.8,255.0,255.0,4.7,4.4
2015/08/24 12:00,Longtan,30.0,0.21,2.3,5.3,7.6,46.0,33.0,16.0,0.0,75.0,3.0,255.0,257.0,4.9,4.8
2015/08/24 13:00,Longtan,31.0,0.21,2.0,5.5,7.5,49.0,32.0,10.0,0.0,72.0,3.1,259.0,256.0,5.6,4.8
2015/08/24 14:00,Longtan,32.0,0.2,2.7,8.3,11.0,46.0,32.0,14.0,0.0,68.0,3.1,259.0,264.0,5.6,5.4
2015/08/24 15:00,Longtan,31.0,0.2,2.1,5.2,7.3,49.0,35.0,12.0,0.0,69.0,3.1,252.0,248.0,4.9,5.2
2015/08/24 16:00,Longtan,30.0,0.23,1.9,7.3,9.2,53.0,37.0,14.0,0.0,75.0,3.9,257.0,259.0,4.5,4.9
2015/08/24 17:00,Longtan,29.0,0.24,1.8,7.6,9.4,42.0,47.0,14.0,0.0,81.0,3.3,249.0,240.0,3.7,4.5
2015/08/24 18:00,Longtan,28.0,0.3,1.4,9.6,11.0,38.0,48.0,13.0,0.0,84.0,3.6,245.0,246.0,3.1,2.8
2015/08/24 19:00,Longtan,28.0,0.33,1.4,11.0,12.0,35.0,52.0,12.0,0.0,89.0,4.0,247.0,246.0,2.9,2.9
2015/08/24 20:00,Longtan,28.0,0.3,1.5,10.0,12.0,29.0,51.0,17.0,0.0,90.0,4.7,244.0,242.0,2.9,2.7
2015/08/24 21:00,Longtan,28.0,0.28,1.7,11.0,13.0,24.0,49.0,18.0,0.0,89.0,3.8,227.0,238.0,2.4,2.4
2015/08/24 22:00,Longtan,28.0,0.3,1.6,12.0,13.0,20.0,42.0,28.0,0.0,88.0,4.2,273.0,276.0,2.3,2.0
2015/08/24 23:00,Longtan,27.0,0.19,1.4,8.4,9.8,24.0,36.0,25.0,0.0,89.0,3.4,262.0,260.0,4.3,3.7
2015/08/25 00:00,Longtan,27.0,0.17,1.4,6.9,8.3,25.0,32.0,25.0,0.0,90.0,3.1,250.0,248.0,4.3,3.9
2015/08/25 01:00,Longtan,27.0,0.23,1.5,7.6,9.1,25.0,30.0,14.0,0.0,87.0,2.5,228.0,204.0,2.9,3.4
2015/08/25 02:00,Longtan,27.0,0.27,1.4,9.9,11.0,20.0,38.0,13.0,0.0,86.0,2.5,223.0,221.0,1.6,2.2
2015/08/25 03:00,Longtan,27.0,0.25,1.0,9.1,10.0,20.0,44.0,14.0,0.0,86.0,2.6,207.0,214.0,0.6,0.9
2015/08/25 04:00,Longtan,27.0,0.3,1.2,10.0,11.0,17.0,47.0,17.0,0.0,85.0,2.7,186.0,273.0,0.7,0.5
2015/08/25 05:00,Longtan,27.0,0.27,1.1,6.9,8.1,31.0,31.0,18.0,4.8,89.0,2.3,280.0,262.0,2.9,2.0
2015/08/25 06:00,Longtan,26.0,0.27,1.3,4.1,5.4,36.0,21.0,17.0,0.2,91.0,1.7,271.0,323.0,1.1,2.3
2015/08/25 07:00,Longtan,25.0,0.46,1.8,13.0,15.0,27.0,26.0,13.0,2.2,93.0,2.2,24.0,43.0,1.8,1.1
2015/08/25 08:00,Longtan,24.0,0.52,3.0,17.0,20.0,25.0,30.0,12.0,3.4,93.0,2.6,37.0,16.0,1.8,1.1
2015/08/25 09:00,Longtan,24.0,0.42,3.5,18.0,22.0,26.0,26.0,10.0,0.2,92.0,2.6,109.0,122.0,1.8,1.4
2015/08/25 10:00,Longtan,25.0,0.44,4.5,18.0,23.0,26.0,16.0,17.0,0.4,89.0,2.6,127.0,137.0,1.8,1.2
2015/08/25 11:00,Longtan,26.0,0.43,3.7,12.0,15.0,33.0,16.0,20.0,0.0,79.0,2.2,133.0,182.0,1.1,1.1
2015/08/25 12:00,Longtan,28.0,0.41,2.7,10.0,13.0,37.0,26.0,19.0,0.0,73.0,2.1,70.0,341.0,1.6,0.4
2015/08/25 13:00,Longtan,28.0,0.42,2.4,9.6,12.0,45.0,23.0,16.0,0.0,71.0,2.6,32.0,61.0,1.9,0.8
2015/08/25 14:00,Longtan,30.0,0.38,2.4,10.0,13.0,62.0,35.0,13.0,0.0,63.0,3.4,110.0,142.0,1.9,1.2
2015/08/25 15:00,Longtan,30.0,0.4,1.8,9.5,11.0,63.0,37.0,17.0,0.0,63.0,2.9,112.0,72.0,1.6,1.4
2015/08/25 16:00,Longtan,29.0,0.66,1.7,22.0,24.0,74.0,53.0,25.0,0.0,74.0,5.1,27.0,26.0,1.8,0.8
2015/08/25 17:00,Longtan,28.0,0.73,1.7,29.0,31.0,52.0,55.0,42.0,0.0,79.0,6.5,33.0,42.0,2.3,0.8
2015/08/25 18:00,Longtan,28.0,0.72,1.6,27.0,29.0,33.0,58.0,41.0,0.0,80.0,5.7,37.0,51.0,1.8,1.3
2015/08/25 19:00,Longtan,27.0,0.77,1.9,31.0,33.0,22.0,55.0,33.0,0.0,81.0,6.8,57.0,66.0,1.7,1.5
2015/08/25 20:00,Longtan,27.0,0.66,4.2,25.0,30.0,21.0,47.0,21.0,0.0,81.0,5.9,84.0,92.0,1.3,1.3
2015/08/25 21:00,Longtan,26.0,0.55,2.1,20.0,22.0,23.0,46.0,22.0,0.0,84.0,4.5,84.0,89.0,1.5,1.2
2015/08/25 22:00,Longtan,26.0,0.45,1.5,16.0,18.0,25.0,43.0,24.0,0.0,84.0,4.1,65.0,54.0,1.6,1.4
2015/08/25 23:00,Longtan,26.0,0.39,1.3,14.0,15.0,26.0,43.0,24.0,0.0,84.0,3.7,75.0,64.0,1.5,1.3
2015/08/26 00:00,Longtan,26.0,0.36,1.2,12.0,13.0,27.0,49.0,20.0,0.0,85.0,2.6,92.0,103.0,0.7,1.0
2015/08/26 01:00,Longtan,26.0,0.28,1.2,6.8,7.9,30.0,42.0,17.0,0.0,85.0,1.4,136.0,182.0,0.9,0.4
2015/08/26 02:00,Longtan,26.0,0.31,1.1,7.8,8.9,23.0,38.0,16.0,0.0,85.0,1.5,204.0,189.0,1.6,1.1
2015/08/26 03:00,Longtan,26.0,0.32,0.8,7.0,7.9,18.0,32.0,19.0,0.0,85.0,1.5,210.0,194.0,1.1,1.4
2015/08/26 04:00,Longtan,26.0,0.3,0.9,6.6,7.5,18.0,37.0,19.0,0.0,85.0,1.2,187.0,190.0,1.4,1.1
2015/08/26 05:00,Longtan,26.0,0.32,1.2,7.6,8.8,15.0,38.0,20.0,0.0,85.0,0.9,188.0,191.0,1.0,1.2
2015/08/26 06:00,Longtan,26.0,0.43,4.7,14.0,19.0,12.0,38.0,18.0,0.0,84.0,1.3,136.0,94.0,0.9,1.3
2015/08/26 07:00,Longtan,26.0,0.48,6.0,16.0,23.0,15.0,41.0,24.0,0.0,78.0,1.7,119.0,112.0,1.1,1.2
2015/08/26 08:00,Longtan,27.0,0.52,6.1,12.0,19.0,19.0,47.0,20.0,0.0,79.0,2.3,118.0,128.0,1.5,1.4
2015/08/26 09:00,Longtan,28.0,0.5,3.7,11.0,15.0,27.0,47.0,24.0,0.0,75.0,2.4,85.0,64.0,2.0,1.4
2015/08/26 10:00,Longtan,29.0,0.55,3.5,14.0,17.0,43.0,48.0,30.0,0.0,73.0,3.3,61.0,64.0,1.3,1.8
2015/08/26 11:00,Longtan,29.0,0.63,2.7,21.0,23.0,47.0,54.0,35.0,0.2,76.0,4.4,178.0,193.0,1.7,0.7
2015/08/26 12:00,Longtan,28.0,0.54,2.5,16.0,18.0,50.0,52.0,43.0,0.0,76.0,3.5,321.0,322.0,2.4,0.5
