time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/02/06 11:00,Wanhua,13.0,0.61,26.0,42.0,68.0,6.0,27.0,5.0,0.0,81.0,2.4,95.0,96.0,2.6,2.1
2015/02/06 12:00,Wanhua,13.0,0.49,15.0,35.0,50.0,11.0,24.0,2.0,0.0,80.0,2.1,94.0,105.0,3.5,2.6
2015/02/06 13:00,Wanhua,13.0,0.48,13.0,34.0,47.0,12.0,19.0,6.0,0.0,82.0,2.0,100.0,100.0,2.3,2.4
2015/02/06 14:00,Wanhua,13.0,0.5,13.0,34.0,47.0,13.0,17.0,9.0,0.0,83.0,2.2,106.0,104.0,2.9,2.6
2015/02/06 15:00,Wanhua,13.0,0.54,15.0,37.0,53.0,9.6,20.0,7.0,0.0,83.0,2.4,102.0,92.0,2.5,2.7
2015/02/06 16:00,Wanhua,13.0,0.55,15.0,37.0,52.0,9.8,16.0,1.0,0.0,82.0,2.2,105.0,103.0,3.0,2.9
2015/02/06 17:00,Wanhua,13.0,0.71,24.0,42.0,66.0,4.7,18.0,7.0,0.0,82.0,2.4,101.0,104.0,2.7,2.7
2015/02/06 18:00,Wanhua,13.0,0.81,24.0,41.0,65.0,5.0,18.0,20.0,0.0,83.0,2.5,99.0,104.0,2.7,2.3
2015/02/06 19:00,Wanhua,14.0,0.75,18.0,39.0,57.0,5.7,31.0,25.0,0.0,84.0,3.0,107.0,105.0,3.4,2.8
2015/02/06 20:00,Wanhua,14.0,0.64,15.0,37.0,52.0,7.1,31.0,18.0,0.0,85.0,3.5,105.0,112.0,2.8,2.6
2015/02/06 21:00,Wanhua,14.0,0.71,19.0,39.0,58.0,4.4,31.0,17.0,0.0,85.0,4.2,105.0,106.0,2.5,2.5
2015/02/06 22:00,Wanhua,14.0,0.64,10.0,35.0,45.0,8.3,22.0,17.0,0.0,86.0,3.0,108.0,112.0,2.9,3.3
2015/02/06 23:00,Wanhua,14.0,0.55,5.6,29.0,35.0,13.0,18.0,19.0,0.0,86.0,2.6,101.0,99.0,2.4,2.3
2015/02/07 00:00,Wanhua,14.0,0.46,3.1,24.0,27.0,18.0,22.0,10.0,0.0,87.0,1.6,106.0,101.0,2.3,2.6
2015/02/07 01:00,Wanhua,14.0,0.39,2.2,20.0,22.0,22.0,21.0,3.0,0.0,87.0,2.0,99.0,98.0,1.7,1.7
2015/02/07 02:00,Wanhua,15.0,0.38,1.9,19.0,21.0,22.0,24.0,8.0,0.0,86.0,1.8,101.0,94.0,1.0,1.5
2015/02/07 03:00,Wanhua,15.0,0.42,1.7,21.0,22.0,19.0,22.0,5.0,0.0,85.0,1.8,134.0,155.0,1.0,0.7
2015/02/07 04:00,Wanhua,14.0,0.38,2.1,17.0,19.0,14.0,20.0,5.0,0.0,85.0,1.6,172.0,172.0,1.2,1.0
2015/02/07 05:00,Wanhua,14.0,0.38,1.7,14.0,16.0,15.0,14.0,1.0,0.0,86.0,1.7,171.0,172.0,0.7,0.8
2015/02/07 06:00,Wanhua,14.0,0.45,5.2,20.0,25.0,8.7,8.0,1.0,0.0,84.0,1.8,168.0,56.0,0.5,0.4
2015/02/07 07:00,Wanhua,14.0,0.92,34.0,29.0,62.0,2.8,10.0,2.0,0.0,83.0,2.7,251.0,78.0,0.7,0.2
