time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/09/18 09:00,Songshan,28.0,0.31,3.4,13.0,16.0,60.0,34.0,19.0,0.0,56.0,1.6,65.0,65.0,2.5,1.8
2015/09/18 10:00,Songshan,29.0,0.28,3.3,12.0,15.0,66.0,36.0,26.0,0.0,48.0,1.4,65.0,60.0,2.5,2.1
2015/09/18 11:00,Songshan,29.0,0.27,2.4,9.4,12.0,69.0,39.0,17.0,0.0,45.0,1.3,61.0,62.0,2.9,2.0
2015/09/18 12:00,Songshan,30.0,0.26,2.7,9.1,12.0,68.0,46.0,21.0,0.0,42.0,1.1,60.0,57.0,2.9,2.6
2015/09/18 13:00,Songshan,30.0,0.26,2.4,8.9,11.0,65.0,44.0,16.0,0.0,44.0,1.2,55.0,50.0,3.4,2.5
2015/09/18 14:00,Songshan,29.0,0.27,3.3,11.0,14.0,57.0,44.0,22.0,0.0,49.0,1.1,64.0,53.0,3.2,2.3
2015/09/18 15:00,Songshan,28.0,0.26,3.1,10.0,13.0,53.0,40.0,21.0,0.0,53.0,1.2,59.0,57.0,2.9,2.5
2015/09/18 16:00,Songshan,27.0,0.29,3.3,14.0,17.0,50.0,34.0,21.0,0.0,56.0,1.3,57.0,58.0,3.0,2.3
2015/09/18 17:00,Songshan,26.0,0.37,3.1,18.0,22.0,42.0,35.0,22.0,0.0,61.0,1.2,59.0,67.0,2.1,2.0
2015/09/18 18:00,Songshan,26.0,0.48,3.6,24.0,27.0,33.0,29.0,21.0,0.0,64.0,1.2,65.0,60.0,2.0,1.6
2015/09/18 19:00,Songshan,25.0,0.51,4.3,28.0,32.0,25.0,33.0,22.0,0.0,65.0,1.5,69.0,67.0,1.3,0.9
2015/09/18 20:00,Songshan,25.0,0.41,2.8,21.0,24.0,30.0,29.0,14.0,0.0,67.0,1.5,61.0,54.0,1.4,0.9
2015/09/18 21:00,Songshan,24.0,0.44,3.0,22.0,25.0,28.0,30.0,8.0,0.0,70.0,1.4,63.0,70.0,1.4,1.2
2015/09/18 22:00,Songshan,24.0,0.43,2.4,18.0,20.0,33.0,22.0,5.0,0.0,70.0,1.2,66.0,65.0,1.3,1.1
2015/09/18 23:00,Songshan,24.0,0.42,2.0,17.0,19.0,32.0,23.0,8.0,0.0,72.0,1.4,70.0,76.0,1.4,1.2
2015/09/19 00:00,Songshan,24.0,0.61,4.6,29.0,33.0,15.0,26.0,9.0,0.0,75.0,4.1,79.0,79.0,1.3,0.9
2015/09/19 01:00,Songshan,24.0,0.56,4.3,26.0,31.0,13.0,33.0,11.0,0.0,76.0,4.5,77.0,74.0,1.1,0.8
2015/09/19 02:00,Songshan,23.0,0.43,2.4,22.0,25.0,14.0,30.0,11.0,0.0,78.0,3.0,65.0,67.0,1.1,0.9
2015/09/19 03:00,Songshan,23.0,0.35,1.5,14.0,16.0,23.0,33.0,21.0,0.0,79.0,2.2,68.0,66.0,1.1,1.1
2015/09/19 04:00,Songshan,23.0,0.27,1.3,9.7,11.0,33.0,31.0,21.0,0.0,79.0,1.6,66.0,65.0,1.2,0.9
2015/09/19 05:00,Songshan,23.0,0.27,1.4,12.0,13.0,30.0,34.0,20.0,0.0,80.0,2.1,70.0,71.0,1.2,1.2
2015/09/19 06:00,Songshan,23.0,0.4,5.3,21.0,26.0,17.0,37.0,14.0,0.0,80.0,3.0,74.0,82.0,1.6,1.1
2015/09/19 07:00,Songshan,24.0,0.45,6.7,23.0,30.0,28.0,42.0,20.0,0.0,75.0,2.8,75.0,73.0,1.5,1.1
2015/09/19 08:00,Songshan,26.0,0.3,3.5,15.0,18.0,53.0,43.0,23.0,0.0,61.0,2.6,68.0,71.0,2.0,1.5
2015/09/19 09:00,Songshan,27.0,0.31,3.5,15.0,18.0,57.0,40.0,24.0,0.0,55.0,5.3,65.0,69.0,2.3,1.6
2015/09/19 10:00,Songshan,28.0,0.29,2.9,14.0,17.0,61.0,35.0,18.0,0.0,52.0,7.4,70.0,72.0,2.2,1.5
2015/09/19 11:00,Songshan,28.0,0.29,3.0,15.0,18.0,64.0,41.0,24.0,0.0,49.0,7.5,78.0,80.0,2.3,1.5
2015/09/19 12:00,Songshan,30.0,0.28,2.3,11.0,13.0,66.0,32.0,22.0,0.0,42.0,4.6,65.0,79.0,2.5,2.2
2015/09/19 13:00,Songshan,30.0,0.26,2.3,9.0,11.0,64.0,27.0,21.0,0.0,44.0,1.4,63.0,69.0,3.0,2.5
2015/09/19 14:00,Songshan,29.0,0.26,2.2,11.0,13.0,61.0,23.0,17.0,0.0,48.0,1.2,66.0,65.0,2.5,2.1
2015/09/19 15:00,Songshan,28.0,0.27,2.4,12.0,14.0,62.0,30.0,21.0,0.0,48.0,1.7,71.0,79.0,2.4,2.1
2015/09/19 16:00,Songshan,27.0,0.28,2.3,14.0,17.0,57.0,33.0,23.0,0.0,52.0,1.2,68.0,67.0,2.6,2.1
2015/09/19 17:00,Songshan,26.0,0.34,2.0,15.0,17.0,54.0,35.0,16.0,0.0,57.0,1.2,62.0,62.0,2.3,2.1
2015/09/19 18:00,Songshan,26.0,0.37,2.0,19.0,21.0,49.0,30.0,18.0,0.0,59.0,1.3,65.0,52.0,2.2,2.0
2015/09/19 19:00,Songshan,26.0,0.42,2.3,21.0,24.0,42.0,26.0,16.0,0.0,61.0,1.5,65.0,79.0,1.2,1.1
2015/09/19 20:00,Songshan,25.0,0.37,2.2,20.0,22.0,40.0,24.0,21.0,0.0,64.0,1.3,66.0,65.0,1.5,0.7
2015/09/19 21:00,Songshan,25.0,0.35,1.9,17.0,19.0,43.0,27.0,14.0,0.0,67.0,1.3,69.0,72.0,1.8,1.0
2015/09/19 22:00,Songshan,25.0,0.54,2.2,26.0,28.0,29.0,29.0,16.0,0.0,68.0,2.5,71.0,60.0,1.2,1.0
2015/09/19 23:00,Songshan,25.0,0.41,1.5,18.0,20.0,38.0,24.0,12.0,0.0,68.0,2.6,60.0,60.0,2.2,1.4
2015/09/20 00:00,Songshan,25.0,0.27,1.4,9.9,11.0,48.0,24.0,13.0,0.0,68.0,1.4,61.0,59.0,1.6,1.4
2015/09/20 01:00,Songshan,25.0,0.3,1.2,11.0,12.0,41.0,33.0,7.0,0.0,70.0,2.8,70.0,67.0,1.1,1.3
2015/09/20 02:00,Songshan,25.0,0.28,1.3,12.0,13.0,37.0,29.0,10.0,0.0,71.0,3.5,72.0,65.0,1.5,0.8
2015/09/20 03:00,Songshan,24.0,0.24,1.1,9.8,11.0,36.0,30.0,12.0,0.0,74.0,4.1,68.0,66.0,1.0,0.4
2015/09/20 04:00,Songshan,25.0,0.23,1.1,8.2,9.3,38.0,25.0,15.0,0.0,74.0,3.4,69.0,59.0,0.9,0.6
2015/09/20 05:00,Songshan,25.0,0.26,1.3,9.5,11.0,35.0,36.0,13.0,0.0,74.0,4.3,72.0,70.0,1.7,1.1
2015/09/20 06:00,Songshan,25.0,0.28,1.4,14.0,16.0,35.0,36.0,8.0,0.0,75.0,3.5,72.0,74.0,1.2,1.1
2015/09/20 07:00,Songshan,25.0,0.38,2.5,18.0,21.0,31.0,31.0,14.0,0.0,74.0,2.7,69.0,75.0,2.2,1.0
2015/09/20 08:00,Songshan,26.0,0.25,2.6,10.0,13.0,44.0,23.0,9.0,0.0,70.0,2.4,61.0,58.0,2.2,1.7
2015/09/20 09:00,Songshan,27.0,0.25,2.8,10.0,13.0,47.0,26.0,9.0,0.0,66.0,3.2,57.0,55.0,2.3,1.9
2015/09/20 10:00,Songshan,29.0,0.24,2.2,7.7,9.9,56.0,31.0,8.0,0.0,59.0,3.1,58.0,64.0,2.3,2.0
2015/09/20 11:00,Songshan,30.0,0.26,2.2,8.8,11.0,61.0,33.0,16.0,0.0,57.0,4.0,59.0,52.0,2.5,2.0
2015/09/20 12:00,Songshan,30.0,0.26,2.2,9.5,12.0,62.0,29.0,20.0,0.0,56.0,7.8,58.0,55.0,2.3,1.9
