time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/06/23 18:00,Songshan,28.0,1.35,38.0,39.0,78.0,2.7,25.0,15.0,2.0,87.0,4.6,227.0,216.0,1.4,1.2
2015/06/23 19:00,Songshan,27.0,1.16,30.0,40.0,70.0,5.8,26.0,15.0,2.4,87.0,4.3,215.0,217.0,1.4,1.4
2015/06/23 20:00,Songshan,27.0,0.68,8.3,30.0,38.0,16.0,23.0,12.0,0.8,87.0,2.8,222.0,202.0,1.3,0.8
2015/06/23 21:00,Songshan,27.0,0.79,8.5,33.0,42.0,9.8,8.0,8.0,0.0,86.0,2.7,256.0,295.0,1.4,0.8
2015/06/23 22:00,Songshan,27.0,0.85,8.2,33.0,41.0,6.8,4.0,3.0,0.0,85.0,2.8,328.0,121.0,1.1,0.1
2015/06/23 23:00,Songshan,27.0,0.71,6.0,26.0,32.0,8.0,2.0,6.0,0.0,84.0,2.6,92.0,78.0,1.0,0.3
2015/06/24 00:00,Songshan,27.0,0.73,6.0,24.0,30.0,7.1,3.0,5.0,0.0,84.0,2.7,91.0,121.0,0.7,0.4
2015/06/24 01:00,Songshan,27.0,0.59,2.9,21.0,24.0,9.0,5.0,10.0,0.0,85.0,1.9,90.0,74.0,1.1,0.6
2015/06/24 02:00,Songshan,27.0,0.53,1.6,21.0,22.0,8.8,3.0,7.0,0.0,85.0,1.2,68.0,72.0,0.9,0.8
2015/06/24 03:00,Songshan,27.0,0.31,1.9,9.6,11.0,10.0,12.0,10.0,0.0,86.0,0.8,68.0,64.0,0.6,0.9
2015/06/24 04:00,Songshan,27.0,0.3,1.7,8.3,10.0,12.0,16.0,3.0,0.0,86.0,0.9,67.0,63.0,0.8,0.5
2015/06/24 05:00,Songshan,27.0,0.34,2.4,10.0,13.0,8.7,29.0,13.0,0.0,86.0,0.9,70.0,64.0,1.1,0.8
2015/06/24 06:00,Songshan,27.0,0.39,7.5,13.0,20.0,11.0,22.0,7.0,0.0,85.0,1.0,56.0,73.0,0.8,0.6
2015/06/24 07:00,Songshan,28.0,0.71,16.0,22.0,38.0,14.0,23.0,13.0,0.0,80.0,1.3,211.0,199.0,1.5,0.7
2015/06/24 08:00,Songshan,30.0,0.86,13.0,26.0,39.0,26.0,18.0,9.0,0.0,72.0,1.6,49.0,20.0,1.3,0.6
2015/06/24 09:00,Songshan,32.0,0.56,5.4,21.0,27.0,50.0,28.0,18.0,0.0,63.0,4.2,40.0,95.0,1.1,0.8
2015/06/24 10:00,Songshan,33.0,0.36,4.7,21.0,26.0,49.0,33.0,20.0,0.0,56.0,6.2,66.0,65.0,2.2,1.3
2015/06/24 11:00,Songshan,33.0,0.28,5.5,24.0,30.0,40.0,38.0,21.0,0.0,58.0,25.0,64.0,64.0,1.9,1.8
2015/06/24 12:00,Songshan,32.0,0.32,3.3,22.0,25.0,44.0,38.0,18.0,0.2,62.0,17.0,351.0,313.0,1.9,0.6
2015/06/24 13:00,Songshan,30.0,0.37,2.9,20.0,23.0,36.0,41.0,16.0,0.0,71.0,3.7,55.0,54.0,1.3,0.8
2015/06/24 14:00,Songshan,29.0,0.33,3.0,18.0,21.0,29.0,37.0,16.0,2.6,77.0,2.7,49.0,58.0,2.3,1.5
2015/06/24 15:00,Songshan,27.0,0.35,3.7,22.0,26.0,26.0,34.0,17.0,3.0,87.0,1.3,64.0,53.0,1.2,1.2
2015/06/24 16:00,Songshan,28.0,0.49,3.9,30.0,34.0,20.0,28.0,14.0,1.0,86.0,3.4,24.0,298.0,0.8,0.3
2015/06/24 17:00,Songshan,28.0,0.84,14.0,43.0,57.0,9.6,31.0,17.0,1.4,86.0,6.9,218.0,223.0,1.0,0.5
2015/06/24 18:00,Songshan,28.0,0.91,8.6,40.0,49.0,10.0,29.0,15.0,0.4,86.0,3.0,68.0,81.0,0.9,0.5
2015/06/24 19:00,Songshan,28.0,0.9,9.0,38.0,47.0,6.2,29.0,16.0,0.2,86.0,2.4,61.0,67.0,1.4,0.8
2015/06/24 20:00,Songshan,28.0,0.79,8.7,32.0,41.0,4.7,30.0,15.0,0.0,86.0,2.0,54.0,54.0,0.8,0.5
2015/06/24 21:00,Songshan,28.0,0.85,15.0,29.0,44.0,5.2,26.0,16.0,0.0,84.0,1.7,137.0,217.0,1.1,0.2
2015/06/24 22:00,Songshan,28.0,0.87,13.0,27.0,40.0,4.3,28.0,20.0,0.0,83.0,1.5,234.0,73.0,0.8,0.1
2015/06/24 23:00,Songshan,28.0,1.05,27.0,26.0,53.0,2.2,26.0,20.0,0.0,85.0,1.8,181.0,215.0,0.8,0.5
2015/06/25 00:00,Songshan,28.0,0.66,10.0,19.0,29.0,5.9,30.0,15.0,0.0,83.0,1.3,208.0,227.0,1.5,1.2
2015/06/25 01:00,Songshan,27.0,0.41,4.0,12.0,16.0,8.4,31.0,11.0,0.0,84.0,1.6,224.0,246.0,0.7,0.6
2015/06/25 02:00,Songshan,27.0,0.42,4.2,13.0,18.0,5.7,25.0,2.0,0.0,84.0,1.6,186.0,197.0,1.0,0.7
2015/06/25 03:00,Songshan,27.0,0.39,3.8,13.0,17.0,4.6,30.0,2.0,0.0,86.0,2.4,141.0,78.0,0.6,0.3
2015/06/25 04:00,Songshan,27.0,0.45,3.2,12.0,15.0,3.2,29.0,4.0,0.0,87.0,2.6,116.0,157.0,0.6,0.5
2015/06/25 05:00,Songshan,27.0,0.47,7.0,13.0,20.0,3.2,28.0,6.0,0.0,86.0,2.8,235.0,207.0,1.1,0.2
2015/06/25 06:00,Songshan,27.0,0.61,32.0,15.0,47.0,3.7,20.0,9.0,0.0,83.0,2.8,207.0,197.0,1.2,0.9
2015/06/25 07:00,Songshan,28.0,0.96,43.0,18.0,62.0,5.1,22.0,7.0,0.0,79.0,3.0,207.0,198.0,1.6,1.0
2015/06/25 08:00,Songshan,30.0,0.83,21.0,23.0,43.0,17.0,26.0,10.0,0.0,72.0,3.0,207.0,199.0,1.4,1.0
2015/06/25 09:00,Songshan,32.0,0.56,5.6,18.0,24.0,45.0,35.0,10.0,0.0,63.0,2.7,72.0,65.0,1.6,0.6
2015/06/25 10:00,Songshan,33.0,0.83,4.3,31.0,36.0,78.0,39.0,16.0,0.0,57.0,2.8,219.0,29.0,1.2,0.3
2015/06/25 11:00,Songshan,34.0,0.73,2.0,24.0,26.0,110.0,43.0,21.0,0.0,54.0,2.7,74.0,40.0,1.4,0.4
2015/06/25 12:00,Songshan,35.0,0.45,2.4,18.0,20.0,81.0,41.0,21.0,0.0,51.0,2.4,273.0,5.5,1.6,1.0
2015/06/25 13:00,Songshan,34.0,0.45,3.5,23.0,26.0,58.0,47.0,25.0,0.0,58.0,3.2,271.0,275.0,2.1,1.6
2015/06/25 14:00,Songshan,33.0,0.39,3.9,21.0,25.0,50.0,55.0,28.0,0.0,59.0,3.3,278.0,310.0,2.8,1.6
2015/06/25 15:00,Songshan,31.0,0.46,4.6,34.0,38.0,28.0,63.0,31.0,0.0,69.0,6.0,70.0,73.0,2.1,1.3
2015/06/25 16:00,Songshan,32.0,0.49,8.3,26.0,35.0,28.0,58.0,24.0,0.0,63.0,3.0,246.0,268.0,3.4,1.0
2015/06/25 17:00,Songshan,33.0,0.73,21.0,27.0,48.0,15.0,58.0,21.0,0.0,55.0,3.0,235.0,222.0,3.2,2.3
2015/06/25 18:00,Songshan,33.0,0.9,25.0,29.0,53.0,12.0,53.0,16.0,0.0,57.0,3.7,235.0,240.0,2.3,2.2
2015/06/25 19:00,Songshan,32.0,0.96,23.0,28.0,51.0,6.6,49.0,16.0,0.0,59.0,4.2,254.0,259.0,1.8,1.8
2015/06/25 20:00,Songshan,32.0,0.8,19.0,27.0,46.0,5.5,48.0,11.0,0.0,63.0,4.5,239.0,206.0,2.1,1.5
2015/06/25 21:00,Songshan,31.0,0.91,26.0,28.0,54.0,4.0,53.0,13.0,0.0,67.0,4.1,203.0,212.0,1.4,1.4
2015/06/25 22:00,Songshan,30.0,0.82,15.0,25.0,40.0,3.3,51.0,11.0,0.0,72.0,2.9,83.0,75.0,1.3,0.4
2015/06/25 23:00,Songshan,30.0,0.57,5.1,20.0,25.0,6.4,42.0,8.0,0.0,75.0,2.2,71.0,75.0,0.7,0.9
2015/06/26 00:00,Songshan,29.0,0.64,8.1,20.0,28.0,2.9,36.0,8.0,0.0,78.0,3.1,66.0,75.0,1.0,0.8
2015/06/26 01:00,Songshan,29.0,0.51,5.0,18.0,23.0,3.0,39.0,9.0,0.0,79.0,2.0,76.0,74.0,1.0,0.9
