time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/03/02 12:00,Songshan,15.0,0.54,7.9,25.0,33.0,19.0,61.0,25.0,0.0,77.0,1.7,66.0,68.0,2.0,1.9
2015/03/02 13:00,Songshan,15.0,0.55,7.9,27.0,35.0,17.0,59.0,33.0,0.0,79.0,2.7,64.0,61.0,2.2,1.9
2015/03/02 14:00,Songshan,15.0,0.54,8.4,28.0,36.0,19.0,53.0,35.0,0.0,82.0,3.9,72.0,75.0,2.2,1.8
2015/03/02 15:00,Songshan,15.0,0.57,8.0,28.0,36.0,17.0,43.0,33.0,0.0,83.0,2.9,72.0,82.0,1.9,1.5
2015/03/02 16:00,Songshan,16.0,0.61,9.3,31.0,40.0,15.0,40.0,31.0,0.0,83.0,4.8,73.0,77.0,1.8,1.4
2015/03/02 17:00,Songshan,16.0,0.76,12.0,34.0,46.0,9.6,34.0,30.0,0.0,83.0,5.1,73.0,89.0,1.3,1.2
2015/03/02 18:00,Songshan,16.0,1.1,28.0,40.0,68.0,4.0,35.0,28.0,0.0,83.0,4.2,80.0,70.0,1.0,0.7
2015/03/02 19:00,Songshan,16.0,0.97,20.0,37.0,57.0,5.7,34.0,28.0,0.0,85.0,4.4,75.0,39.0,0.9,0.6
2015/03/02 20:00,Songshan,16.0,0.79,10.0,32.0,42.0,8.7,42.0,26.0,0.0,84.0,5.3,58.0,55.0,1.0,0.8
2015/03/02 21:00,Songshan,16.0,0.89,15.0,34.0,49.0,5.3,44.0,32.0,0.0,84.0,6.7,51.0,14.0,0.6,0.6
2015/03/02 22:00,Songshan,17.0,1.25,24.0,35.0,59.0,3.0,50.0,36.0,0.0,83.0,6.6,44.0,332.0,0.6,0.5
2015/03/02 23:00,Songshan,17.0,1.61,50.0,38.0,87.0,3.4,52.0,40.0,0.0,82.0,5.7,51.0,280.0,0.7,0.3
2015/03/03 00:00,Songshan,17.0,1.51,47.0,29.0,77.0,2.8,45.0,33.0,0.0,79.0,3.1,250.0,232.0,0.8,0.8
2015/03/03 01:00,Songshan,17.0,0.94,19.0,22.0,41.0,2.7,27.0,18.0,0.0,76.0,1.0,246.0,233.0,0.8,0.8
2015/03/03 02:00,Songshan,17.0,1.12,37.0,27.0,64.0,3.0,22.0,8.0,0.0,78.0,3.7,228.0,235.0,0.9,0.8
2015/03/03 03:00,Songshan,17.0,1.16,43.0,25.0,69.0,2.5,27.0,9.0,0.0,80.0,5.3,242.0,255.0,0.9,0.8
2015/03/03 04:00,Songshan,17.0,0.98,33.0,23.0,56.0,2.5,35.0,19.0,0.0,81.0,4.4,202.0,196.0,1.6,1.3
2015/03/03 05:00,Songshan,17.0,0.91,25.0,21.0,46.0,2.7,27.0,13.0,0.0,81.0,2.3,215.0,224.0,1.5,1.1
2015/03/03 06:00,Songshan,17.0,0.95,45.0,21.0,66.0,2.5,18.0,13.0,0.0,80.0,2.6,223.0,233.0,1.6,1.6
2015/03/03 07:00,Songshan,18.0,1.4,71.0,34.0,105.0,4.1,30.0,14.0,0.0,79.0,4.7,246.0,289.0,1.3,1.1
2015/03/03 08:00,Songshan,18.0,1.24,37.0,38.0,75.0,9.1,47.0,36.0,0.0,77.0,4.3,245.0,196.0,1.7,0.9
2015/03/03 09:00,Songshan,20.0,1.32,32.0,45.0,77.0,15.0,71.0,46.0,0.0,73.0,3.8,203.0,211.0,1.1,1.2
2015/03/03 10:00,Songshan,22.0,1.24,18.0,47.0,65.0,34.0,82.0,56.0,0.0,65.0,3.4,207.0,193.0,0.6,0.3
2015/03/03 11:00,Songshan,24.0,1.09,8.6,43.0,51.0,57.0,84.0,55.0,0.0,57.0,3.3,298.0,352.0,1.6,1.0
2015/03/03 12:00,Songshan,25.0,0.93,5.6,39.0,45.0,76.0,89.0,53.0,0.0,53.0,2.9,298.0,282.0,2.1,0.5
2015/03/03 13:00,Songshan,25.0,0.71,5.3,29.0,34.0,67.0,98.0,49.0,0.0,57.0,3.7,345.0,74.0,2.8,0.5
2015/03/03 14:00,Songshan,24.0,0.6,4.9,29.0,34.0,58.0,97.0,48.0,0.0,61.0,12.0,57.0,61.0,1.8,1.6
2015/03/03 15:00,Songshan,23.0,0.63,4.7,33.0,38.0,51.0,92.0,41.0,0.0,63.0,11.0,61.0,50.0,2.2,1.5
2015/03/03 16:00,Songshan,22.0,0.67,4.4,43.0,48.0,40.0,78.0,39.0,0.0,66.0,16.0,68.0,62.0,2.4,0.9
2015/03/03 17:00,Songshan,20.0,0.68,3.3,30.0,33.0,44.0,80.0,39.0,0.0,73.0,2.6,64.0,74.0,1.7,1.5
2015/03/03 18:00,Songshan,19.0,0.69,3.4,25.0,29.0,39.0,81.0,52.0,0.0,79.0,0.6,71.0,70.0,2.3,1.7
2015/03/03 19:00,Songshan,18.0,0.58,3.2,20.0,23.0,43.0,83.0,58.0,0.0,80.0,0.4,73.0,79.0,3.0,2.3
2015/03/03 20:00,Songshan,17.0,0.56,2.8,18.0,21.0,39.0,86.0,54.0,0.0,78.0,0.5,73.0,69.0,2.6,2.2
2015/03/03 21:00,Songshan,17.0,0.49,3.0,16.0,19.0,33.0,63.0,41.0,0.0,81.0,0.3,61.0,60.0,2.5,2.4
2015/03/03 22:00,Songshan,16.0,0.44,2.7,12.0,15.0,36.0,35.0,19.0,0.0,81.0,0.3,58.0,55.0,2.8,2.7
2015/03/03 23:00,Songshan,15.0,0.4,1.8,9.2,11.0,43.0,5.0,5.0,0.0,80.0,-0.2,60.0,57.0,3.2,2.8
