time,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2015/09/08 16:00,Zhongli,29.0,0.73,11.0,25.0,36.0,31.0,49.0,3.0,0.0,69.0,2.3,132.0,129.0,2.0,0.6
2015/09/08 17:00,Zhongli,28.0,1.18,13.0,32.0,45.0,23.0,44.0,14.0,0.0,70.0,3.1,105.0,78.0,1.8,0.5
2015/09/08 18:00,Zhongli,28.0,1.58,13.0,30.0,43.0,23.0,42.0,16.0,0.0,66.0,2.8,196.0,98.0,1.5,0.3
2015/09/08 19:00,Zhongli,27.0,1.58,20.0,34.0,54.0,18.0,41.0,18.0,0.0,71.0,5.1,231.0,260.0,1.5,0.4
2015/09/08 20:00,Zhongli,27.0,1.36,18.0,30.0,49.0,20.0,40.0,14.0,0.0,73.0,4.2,245.0,229.0,1.5,0.6
2015/09/08 21:00,Zhongli,27.0,1.03,11.0,26.0,37.0,24.0,37.0,10.0,0.0,74.0,4.4,217.0,188.0,1.8,0.4
2015/09/08 22:00,Zhongli,26.0,0.78,7.2,18.0,25.0,31.0,32.0,10.0,0.0,75.0,2.7,196.0,246.0,1.5,0.4
2015/09/08 23:00,Zhongli,26.0,0.67,9.6,19.0,29.0,27.0,26.0,4.0,0.0,75.0,2.5,265.0,275.0,2.2,1.2
2015/09/09 00:00,Zhongli,26.0,0.52,9.6,17.0,27.0,29.0,30.0,4.0,0.0,75.0,1.6,261.0,147.0,1.3,1.0
2015/09/09 01:00,Zhongli,26.0,0.35,4.0,14.0,18.0,32.0,38.0,4.0,0.0,75.0,2.7,258.0,265.0,1.9,0.9
2015/09/09 02:00,Zhongli,26.0,0.39,5.7,14.0,19.0,34.0,38.0,2.0,0.0,75.0,2.4,259.0,180.0,1.1,1.0
2015/09/09 03:00,Zhongli,25.0,0.35,4.3,13.0,17.0,34.0,37.0,3.0,0.0,75.0,3.2,253.0,274.0,1.2,0.6
2015/09/09 04:00,Zhongli,25.0,0.4,5.3,15.0,20.0,31.0,40.0,1.0,0.0,76.0,3.9,255.0,260.0,1.3,0.7
2015/09/09 05:00,Zhongli,25.0,0.63,11.0,20.0,31.0,27.0,51.0,4.0,0.0,75.0,3.1,267.0,267.0,1.7,1.2
2015/09/09 06:00,Zhongli,25.0,1.12,25.0,30.0,56.0,20.0,54.0,4.0,0.0,74.0,3.6,260.0,236.0,1.5,0.9
2015/09/09 07:00,Zhongli,26.0,1.94,30.0,34.0,63.0,24.0,55.0,5.0,0.0,68.0,5.1,255.0,261.0,2.3,1.4
2015/09/09 08:00,Zhongli,27.0,1.45,23.0,32.0,55.0,30.0,34.0,8.0,0.0,64.0,3.8,256.0,253.0,1.8,1.3
2015/09/09 09:00,Zhongli,29.0,1.04,15.0,30.0,45.0,40.0,34.0,10.0,0.0,59.0,3.5,249.0,247.0,1.9,0.9
2015/09/09 10:00,Zhongli,30.0,0.91,13.0,29.0,42.0,45.0,47.0,10.0,0.0,53.0,3.8,232.0,193.0,1.6,0.7
2015/09/09 11:00,Zhongli,31.0,0.98,12.0,29.0,41.0,48.0,47.0,10.0,0.0,50.0,3.5,239.0,245.0,2.0,0.7
2015/09/09 12:00,Zhongli,31.0,0.97,16.0,33.0,48.0,47.0,28.0,13.0,0.0,47.0,3.0,236.0,176.0,1.7,0.5
2015/09/09 13:00,Zhongli,30.0,0.5,9.0,22.0,31.0,44.0,45.0,10.0,0.0,53.0,2.5,134.0,108.0,2.3,0.6
2015/09/09 14:00,Zhongli,30.0,0.58,9.3,22.0,31.0,41.0,38.0,6.0,0.0,55.0,2.3,146.0,177.0,2.1,0.6
2015/09/09 15:00,Zhongli,29.0,0.77,11.0,25.0,36.0,39.0,45.0,3.0,0.0,56.0,2.6,143.0,177.0,2.2,0.5
2015/09/09 16:00,Zhongli,28.0,0.74,12.0,29.0,41.0,37.0,38.0,9.0,0.0,58.0,2.2,126.0,123.0,1.8,0.5
2015/09/09 17:00,Zhongli,27.0,1.28,15.0,39.0,54.0,26.0,38.0,12.0,0.0,61.0,3.1,137.0,97.0,1.5,0.3
2015/09/09 18:00,Zhongli,27.0,1.39,20.0,41.0,61.0,22.0,45.0,13.0,0.0,61.0,4.0,164.0,252.0,1.3,0.2
2015/09/09 19:00,Zhongli,26.0,1.79,28.0,42.0,70.0,17.0,45.0,10.0,0.0,62.0,3.6,260.0,268.0,1.6,1.1
2015/09/09 20:00,Zhongli,26.0,1.46,28.0,40.0,68.0,17.0,51.0,15.0,0.0,64.0,8.4,259.0,233.0,1.4,0.9
2015/09/09 21:00,Zhongli,26.0,1.53,35.0,44.0,79.0,17.0,39.0,10.0,0.0,65.0,7.6,259.0,265.0,1.4,0.9
2015/09/09 22:00,Zhongli,25.0,1.17,20.0,37.0,58.0,20.0,46.0,10.0,0.0,67.0,4.2,260.0,240.0,1.0,0.7
2015/09/09 23:00,Zhongli,25.0,0.68,9.1,27.0,36.0,25.0,29.0,5.0,0.0,69.0,4.5,248.0,241.0,1.1,0.4
2015/09/10 00:00,Zhongli,25.0,0.47,4.9,21.0,26.0,28.0,37.0,11.0,0.0,70.0,6.5,229.0,198.0,0.9,0.1
2015/09/10 01:00,Zhongli,25.0,0.4,4.5,21.0,25.0,27.0,32.0,15.0,0.0,72.0,7.6,194.0,109.0,0.9,0.1
2015/09/10 02:00,Zhongli,25.0,0.4,4.2,16.0,20.0,32.0,32.0,19.0,0.0,72.0,6.3,247.0,112.0,1.3,0.3
2015/09/10 03:00,Zhongli,25.0,0.28,2.3,13.0,16.0,33.0,40.0,16.0,0.0,74.0,7.0,253.0,38.0,0.9,0.1
2015/09/10 04:00,Zhongli,24.0,0.38,3.3,17.0,20.0,31.0,42.0,14.0,0.0,75.0,8.0,166.0,138.0,1.0,0.1
2015/09/10 05:00,Zhongli,24.0,0.67,8.0,22.0,30.0,28.0,47.0,13.0,0.0,74.0,6.6,244.0,192.0,1.0,0.3
2015/09/10 06:00,Zhongli,24.0,1.21,26.0,37.0,63.0,17.0,42.0,10.0,0.0,72.0,7.2,247.0,187.0,0.9,0.3
2015/09/10 07:00,Zhongli,25.0,2.25,35.0,42.0,77.0,19.0,43.0,10.0,0.0,67.0,6.2,257.0,221.0,1.4,0.6
2015/09/10 08:00,Zhongli,26.0,1.47,22.0,37.0,59.0,30.0,46.0,13.0,0.0,62.0,4.8,248.0,264.0,1.5,0.6
2015/09/10 09:00,Zhongli,28.0,0.95,10.0,32.0,42.0,44.0,44.0,14.0,0.0,53.0,4.4,181.0,100.0,1.7,0.2
2015/09/10 10:00,Zhongli,29.0,0.95,7.9,35.0,42.0,54.0,44.0,19.0,0.0,49.0,4.5,207.0,246.0,1.4,0.2
2015/09/10 11:00,Zhongli,30.0,0.67,7.8,27.0,35.0,51.0,44.0,12.0,0.0,51.0,4.0,148.0,156.0,1.8,0.4
2015/09/10 12:00,Zhongli,30.0,0.62,6.3,20.0,27.0,47.0,46.0,6.0,0.0,55.0,3.3,152.0,167.0,1.8,0.5
2015/09/10 13:00,Zhongli,30.0,0.49,7.2,19.0,26.0,47.0,50.0,1.0,0.0,57.0,3.1,154.0,174.0,1.9,0.5
2015/09/10 14:00,Zhongli,29.0,0.6,7.4,21.0,28.0,43.0,52.0,5.0,0.0,60.0,3.0,136.0,99.0,2.2,0.6
2015/09/10 15:00,Zhongli,29.0,0.71,9.5,21.0,31.0,41.0,49.0,11.0,0.0,62.0,3.1,146.0,103.0,2.5,0.6
2015/09/10 16:00,Zhongli,28.0,0.75,9.9,27.0,37.0,34.0,54.0,10.0,0.0,62.0,3.1,151.0,155.0,2.0,0.5
2015/09/10 17:00,Zhongli,27.0,1.12,13.0,34.0,47.0,27.0,50.0,13.0,0.0,61.0,3.6,152.0,175.0,1.5,0.4
2015/09/10 18:00,Zhongli,27.0,1.8,22.0,39.0,61.0,24.0,53.0,20.0,0.0,60.0,4.9,242.0,256.0,1.6,0.6
2015/09/10 19:00,Zhongli,26.0,1.68,24.0,40.0,64.0,21.0,52.0,21.0,0.0,62.0,7.3,245.0,249.0,1.5,0.7
2015/09/10 20:00,Zhongli,26.0,1.2,13.0,32.0,45.0,27.0,51.0,16.0,0.0,64.0,7.4,240.0,127.0,1.2,0.3
2015/09/10 21:00,Zhongli,25.0,1.4,18.0,37.0,55.0,23.0,45.0,9.0,0.0,63.0,7.7,246.0,268.0,1.3,0.5
2015/09/10 22:00,Zhongli,25.0,0.84,7.3,30.0,38.0,29.0,31.0,7.0,0.0,64.0,6.5,143.0,181.0,1.5,0.2
2015/09/10 23:00,Zhongli,25.0,0.7,6.0,26.0,32.0,32.0,33.0,12.0,0.0,67.0,6.4,198.0,208.0,1.2,0.3
2015/09/11 00:00,Zhongli,24.0,0.48,3.0,17.0,20.0,41.0,42.0,11.0,0.0,69.0,5.7,237.0,216.0,1.3,0.3
2015/09/11 01:00,Zhongli,24.0,0.35,2.8,12.0,15.0,45.0,45.0,12.0,0.0,69.0,3.9,215.0,220.0,1.1,0.3
2015/09/11 02:00,Zhongli,24.0,0.28,2.0,14.0,16.0,43.0,45.0,12.0,0.0,67.0,4.4,201.0,179.0,1.0,0.1
2015/09/11 03:00,Zhongli,24.0,0.35,2.4,13.0,15.0,39.0,34.0,8.0,0.0,67.0,4.9,226.0,194.0,1.0,0.2
2015/09/11 04:00,Zhongli,24.0,0.37,2.1,12.0,14.0,40.0,34.0,13.0,0.0,65.0,4.4,218.0,253.0,0.9,0.2
2015/09/11 05:00,Zhongli,24.0,0.71,6.9,23.0,30.0,30.0,35.0,8.0,0.0,65.0,5.3,239.0,261.0,1.2,0.4
2015/09/11 06:00,Zhongli,24.0,1.17,27.0,36.0,63.0,17.0,46.0,10.0,0.0,65.0,5.0,253.0,242.0,0.8,0.4
2015/09/11 07:00,Zhongli,25.0,2.63,48.0,47.0,95.0,14.0,56.0,7.0,0.0,62.0,5.5,252.0,234.0,1.2,0.8
2015/09/11 08:00,Zhongli,27.0,2.13,32.0,43.0,75.0,22.0,53.0,9.0,0.0,57.0,5.9,242.0,233.0,1.2,0.7
2015/09/11 09:00,Zhongli,29.0,1.46,25.0,39.0,64.0,32.0,50.0,16.0,0.0,51.0,4.5,221.0,235.0,1.6,0.7
2015/09/11 10:00,Zhongli,30.0,1.05,12.0,34.0,46.0,48.0,40.0,17.0,0.0,51.0,3.9,236.0,75.0,1.5,0.5
2015/09/11 11:00,Zhongli,30.0,0.68,8.6,25.0,34.0,44.0,44.0,15.0,0.0,60.0,3.5,168.0,158.0,1.8,0.4
2015/09/11 12:00,Zhongli,30.0,0.63,8.6,21.0,30.0,41.0,45.0,12.0,0.0,60.0,2.8,182.0,165.0,2.1,0.4
2015/09/11 13:00,Zhongli,29.0,0.54,9.1,18.0,27.0,41.0,49.0,10.0,0.0,61.0,2.5,176.0,166.0,2.0,0.5
2015/09/11 14:00,Zhongli,29.0,0.63,9.2,20.0,29.0,38.0,41.0,9.0,0.0,62.0,2.3,179.0,163.0,2.1,0.6
2015/09/11 15:00,Zhongli,29.0,0.76,11.0,23.0,34.0,33.0,45.0,12.0,0.0,63.0,3.0,157.0,181.0,1.5,0.4
2015/09/11 16:00,Zhongli,28.0,0.91,12.0,26.0,39.0,30.0,49.0,12.0,0.0,65.0,3.6,180.0,240.0,1.3,0.3
2015/09/11 17:00,Zhongli,28.0,1.34,18.0,37.0,55.0,19.0,57.0,21.0,0.0,66.0,4.4,199.0,148.0,1.0,0.2
2015/09/11 18:00,Zhongli,27.0,1.42,19.0,40.0,59.0,15.0,58.0,18.0,0.0,67.0,4.6,201.0,243.0,1.3,0.2
2015/09/11 19:00,Zhongli,27.0,1.65,29.0,38.0,67.0,13.0,55.0,19.0,0.0,69.0,4.5,248.0,252.0,1.4,0.5
2015/09/11 20:00,Zhongli,26.0,1.71,31.0,37.0,67.0,15.0,53.0,17.0,0.0,69.0,5.5,260.0,271.0,1.6,1.0
2015/09/11 21:00,Zhongli,26.0,1.87,38.0,41.0,79.0,13.0,44.0,19.0,0.0,69.0,5.7,251.0,223.0,1.1,0.7
2015/09/11 22:00,Zhongli,26.0,1.59,30.0,36.0,65.0,16.0,40.0,18.0,0.0,70.0,4.7,264.0,268.0,1.6,1.1
2015/09/11 23:00,Zhongli,25.0,1.02,14.0,26.0,39.0,23.0,36.0,12.0,0.0,71.0,4.2,262.0,262.0,1.2,1.1
